Step,UEIndex,RNTI,ServingCell,Frame,Slot,Time_s,Direction,StageName,EventName,LifecycleState,StageStatus,SourceArtifact,SourceRow,ValueSource,ValueRole,ValueStatus,ValueDefinition,SlotDuration_s,ProcedureStartSlot,ProcedureEndSlot,ProcedureDelay_ms,AccessDelay_ms,CompleteFlag,PlaceholderFlag,FallbackFlag,UnavailableReason,Notes
197,36,36,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
198,39,39,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
199,46,46,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
200,48,48,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
201,3,3,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
202,5,5,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
203,14,14,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
204,19,19,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
205,26,26,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
206,40,40,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
207,43,43,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
208,47,47,1,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
209,4,4,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
210,6,6,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
211,10,10,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
212,29,29,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
213,35,35,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
214,41,41,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
215,45,45,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
216,50,50,2,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
217,12,12,3,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
218,13,13,3,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
219,18,18,3,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
220,23,23,3,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
221,22,22,4,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
222,37,37,4,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
223,38,38,4,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
224,42,42,4,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
225,44,44,4,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
226,49,49,4,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
227,25,25,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
228,27,27,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
229,28,28,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
230,30,30,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
231,31,31,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
232,36,36,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
233,39,39,5,1,9,0.004,UL,PUSCH,MSG3_PUSCH_COMPLETED,MSG3_PUSCH_COMPLETED,PASS,air_interface/csv/ul_pusch_trials.csv,not_applicable,slot_coupled_successful_ul_grant_after_prach_and_pdcch,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg3 is materialized as the first successful UL PUSCH grant after PRACH success and grant-coupled PDCCH decode in the slot-coupled runtime.
